Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 1, 2025 12:00 AM;Jan 1, 2025 1:00 AM;47,741.75;48,609.25;867.50;12,354.50
Jan 1, 2025 1:00 AM;Jan 1, 2025 2:00 AM;46,867.25;47,967.75;1,100.50;10,942.25
Jan 1, 2025 2:00 AM;Jan 1, 2025 3:00 AM;45,797.50;48,047.50;2,250.00;9,407.50
Jan 1, 2025 3:00 AM;Jan 1, 2025 4:00 AM;44,623.50;47,268.50;2,645.00;10,053.75
Jan 1, 2025 4:00 AM;Jan 1, 2025 5:00 AM;43,626.00;48,192.25;4,566.25;9,175.50
Jan 1, 2025 5:00 AM;Jan 1, 2025 6:00 AM;43,838.50;49,001.00;5,162.50;9,095.25
Jan 1, 2025 6:00 AM;Jan 1, 2025 7:00 AM;43,176.00;48,127.75;4,951.75;6,688.25
Jan 1, 2025 7:00 AM;Jan 1, 2025 8:00 AM;43,525.00;46,368.00;2,843.00;6,112.75
Jan 1, 2025 8:00 AM;Jan 1, 2025 9:00 AM;45,659.00;47,920.00;2,261.00;6,855.00
Jan 1, 2025 9:00 AM;Jan 1, 2025 10:00 AM;47,680.00;51,755.25;4,075.25;6,937.25
Jan 1, 2025 10:00 AM;Jan 1, 2025 11:00 AM;50,088.25;55,720.50;5,632.25;3,912.00
Jan 1, 2025 11:00 AM;Jan 1, 2025 12:00 PM;52,089.50;57,674.00;5,584.50;3,173.50
Jan 1, 2025 12:00 PM;Jan 1, 2025 1:00 PM;53,127.75;58,646.00;5,518.25;2,231.00
Jan 1, 2025 1:00 PM;Jan 1, 2025 2:00 PM;51,859.00;57,243.75;5,384.75;893.00
Jan 1, 2025 2:00 PM;Jan 1, 2025 3:00 PM;50,763.00;55,777.25;5,014.25;1,664.50
Jan 1, 2025 3:00 PM;Jan 1, 2025 4:00 PM;51,838.00;54,983.75;3,145.75;3,190.50
Jan 1, 2025 4:00 PM;Jan 1, 2025 5:00 PM;53,929.75;55,030.25;1,100.50;7,116.50
Jan 1, 2025 5:00 PM;Jan 1, 2025 6:00 PM;55,772.25;56,288.50;516.25;7,181.50
Jan 1, 2025 6:00 PM;Jan 1, 2025 7:00 PM;55,923.75;56,372.00;448.25;7,906.25
Jan 1, 2025 7:00 PM;Jan 1, 2025 8:00 PM;54,756.25;55,573.25;817.00;7,908.75
Jan 1, 2025 8:00 PM;Jan 1, 2025 9:00 PM;52,526.50;53,963.75;1,437.25;5,860.25
Jan 1, 2025 9:00 PM;Jan 1, 2025 10:00 PM;50,685.75;52,209.00;1,523.25;5,273.75
Jan 1, 2025 10:00 PM;Jan 1, 2025 11:00 PM;48,596.00;49,673.75;1,077.75;5,069.25
Jan 1, 2025 11:00 PM;Jan 2, 2025 12:00 AM;46,001.75;47,422.00;1,420.25;2,264.75
Jan 2, 2025 12:00 AM;Jan 2, 2025 1:00 AM;44,101.50;46,085.75;1,984.25;2,322.50
Jan 2, 2025 1:00 AM;Jan 2, 2025 2:00 AM;42,051.75;44,409.75;2,358.00;1,060.75
Jan 2, 2025 2:00 AM;Jan 2, 2025 3:00 AM;41,234.50;43,110.75;1,876.25;1,877.75
Jan 2, 2025 3:00 AM;Jan 2, 2025 4:00 AM;41,547.50;43,049.50;1,502.00;3,403.50
Jan 2, 2025 4:00 AM;Jan 2, 2025 5:00 AM;42,063.00;43,200.00;1,137.00;6,237.00
Jan 2, 2025 5:00 AM;Jan 2, 2025 6:00 AM;44,061.75;45,095.50;1,033.75;9,668.25
Jan 2, 2025 6:00 AM;Jan 2, 2025 7:00 AM;49,523.00;50,524.75;1,001.75;15,681.50
Jan 2, 2025 7:00 AM;Jan 2, 2025 8:00 AM;53,621.50;54,483.25;861.75;22,644.00
Jan 2, 2025 8:00 AM;Jan 2, 2025 9:00 AM;57,052.00;57,189.25;137.25;29,071.75
Jan 2, 2025 9:00 AM;Jan 2, 2025 10:00 AM;59,258.50;59,336.00;77.50;33,217.75
Jan 2, 2025 10:00 AM;Jan 2, 2025 11:00 AM;59,896.00;59,950.50;54.50;35,535.50
Jan 2, 2025 11:00 AM;Jan 2, 2025 12:00 PM;60,934.25;61,027.75;93.50;36,675.75
Jan 2, 2025 12:00 PM;Jan 2, 2025 1:00 PM;61,626.75;61,855.25;228.50;37,739.25
Jan 2, 2025 1:00 PM;Jan 2, 2025 2:00 PM;61,145.50;61,673.75;528.25;37,954.25
Jan 2, 2025 2:00 PM;Jan 2, 2025 3:00 PM;59,869.50;60,028.75;159.25;39,852.25
Jan 2, 2025 3:00 PM;Jan 2, 2025 4:00 PM;59,600.50;59,608.75;8.25;41,753.00
Jan 2, 2025 4:00 PM;Jan 2, 2025 5:00 PM;60,662.50;60,671.75;9.25;42,459.50
Jan 2, 2025 5:00 PM;Jan 2, 2025 6:00 PM;62,803.50;62,806.25;2.75;42,044.25
Jan 2, 2025 6:00 PM;Jan 2, 2025 7:00 PM;62,897.00;62,901.00;4.00;41,357.00
Jan 2, 2025 7:00 PM;Jan 2, 2025 8:00 PM;61,916.00;61,921.25;5.25;38,133.25
Jan 2, 2025 8:00 PM;Jan 2, 2025 9:00 PM;58,895.00;59,024.50;129.50;34,070.50
Jan 2, 2025 9:00 PM;Jan 2, 2025 10:00 PM;56,334.00;57,136.50;802.50;31,609.25
Jan 2, 2025 10:00 PM;Jan 2, 2025 11:00 PM;54,131.00;54,344.25;213.25;29,112.25
Jan 2, 2025 11:00 PM;Jan 3, 2025 12:00 AM;50,779.75;51,020.50;240.75;25,652.25
Jan 3, 2025 12:00 AM;Jan 3, 2025 1:00 AM;47,627.50;48,327.25;699.75;22,582.75
Jan 3, 2025 1:00 AM;Jan 3, 2025 2:00 AM;45,932.50;47,653.00;1,720.50;20,701.00
Jan 3, 2025 2:00 AM;Jan 3, 2025 3:00 AM;45,574.50;48,875.00;3,300.50;19,226.25
Jan 3, 2025 3:00 AM;Jan 3, 2025 4:00 AM;45,858.25;51,027.50;5,169.25;19,197.00
Jan 3, 2025 4:00 AM;Jan 3, 2025 5:00 AM;47,150.75;52,930.00;5,779.25;18,786.75
Jan 3, 2025 5:00 AM;Jan 3, 2025 6:00 AM;49,193.75;54,676.00;5,482.25;19,486.00
Jan 3, 2025 6:00 AM;Jan 3, 2025 7:00 AM;52,651.50;57,383.75;4,732.25;20,672.25
Jan 3, 2025 7:00 AM;Jan 3, 2025 8:00 AM;56,063.25;58,528.25;2,465.00;23,053.50
Jan 3, 2025 8:00 AM;Jan 3, 2025 9:00 AM;59,124.00;60,159.00;1,035.00;23,986.00
Jan 3, 2025 9:00 AM;Jan 3, 2025 10:00 AM;60,690.50;61,625.50;935.00;23,368.00
Jan 3, 2025 10:00 AM;Jan 3, 2025 11:00 AM;61,872.50;62,775.50;903.00;21,606.00
Jan 3, 2025 11:00 AM;Jan 3, 2025 12:00 PM;62,822.25;65,250.75;2,428.50;19,409.00
Jan 3, 2025 12:00 PM;Jan 3, 2025 1:00 PM;63,411.25;66,317.75;2,906.50;20,070.25
Jan 3, 2025 1:00 PM;Jan 3, 2025 2:00 PM;62,371.50;65,111.00;2,739.50;20,120.00
Jan 3, 2025 2:00 PM;Jan 3, 2025 3:00 PM;62,046.75;63,873.50;1,826.75;21,424.25
Jan 3, 2025 3:00 PM;Jan 3, 2025 4:00 PM;62,152.50;63,822.50;1,670.00;24,522.50
Jan 3, 2025 4:00 PM;Jan 3, 2025 5:00 PM;63,092.50;63,925.25;832.75;27,432.25
Jan 3, 2025 5:00 PM;Jan 3, 2025 6:00 PM;65,361.75;65,651.50;289.75;30,659.75
Jan 3, 2025 6:00 PM;Jan 3, 2025 7:00 PM;64,411.00;64,484.00;73.00;31,429.00
Jan 3, 2025 7:00 PM;Jan 3, 2025 8:00 PM;62,883.25;62,900.00;16.75;29,835.00
Jan 3, 2025 8:00 PM;Jan 3, 2025 9:00 PM;60,086.00;60,455.25;369.25;27,413.75
Jan 3, 2025 9:00 PM;Jan 3, 2025 10:00 PM;58,168.50;58,638.00;469.50;25,823.00
Jan 3, 2025 10:00 PM;Jan 3, 2025 11:00 PM;55,472.25;56,158.75;686.50;25,308.75
Jan 3, 2025 11:00 PM;Jan 4, 2025 12:00 AM;52,747.75;54,231.75;1,484.00;24,729.25
Jan 4, 2025 12:00 AM;Jan 4, 2025 1:00 AM;50,248.00;50,964.75;716.75;24,040.75
Jan 4, 2025 1:00 AM;Jan 4, 2025 2:00 AM;48,370.50;49,958.00;1,587.50;24,116.25
Jan 4, 2025 2:00 AM;Jan 4, 2025 3:00 AM;46,208.50;47,228.00;1,019.50;25,215.00
Jan 4, 2025 3:00 AM;Jan 4, 2025 4:00 AM;45,090.00;45,875.50;785.50;27,304.50
Jan 4, 2025 4:00 AM;Jan 4, 2025 5:00 AM;44,312.25;44,643.50;331.25;29,009.75
Jan 4, 2025 5:00 AM;Jan 4, 2025 6:00 AM;44,038.25;44,140.50;102.25;31,607.00
Jan 4, 2025 6:00 AM;Jan 4, 2025 7:00 AM;45,084.75;45,321.00;236.25;33,856.25
Jan 4, 2025 7:00 AM;Jan 4, 2025 8:00 AM;47,136.25;47,432.50;296.25;36,839.75
Jan 4, 2025 8:00 AM;Jan 4, 2025 9:00 AM;50,505.75;50,630.75;125.00;40,142.00
Jan 4, 2025 9:00 AM;Jan 4, 2025 10:00 AM;53,599.00;53,701.75;102.75;41,511.50
Jan 4, 2025 10:00 AM;Jan 4, 2025 11:00 AM;55,556.00;55,569.75;13.75;41,705.50
Jan 4, 2025 11:00 AM;Jan 4, 2025 12:00 PM;57,750.25;57,769.00;18.75;41,749.00
Jan 4, 2025 12:00 PM;Jan 4, 2025 1:00 PM;58,111.25;58,242.50;131.25;42,607.00
Jan 4, 2025 1:00 PM;Jan 4, 2025 2:00 PM;57,128.00;57,141.50;13.50;41,849.00
Jan 4, 2025 2:00 PM;Jan 4, 2025 3:00 PM;56,241.00;56,272.00;31.00;42,747.50
Jan 4, 2025 3:00 PM;Jan 4, 2025 4:00 PM;56,503.75;56,513.00;9.25;45,126.50
Jan 4, 2025 4:00 PM;Jan 4, 2025 5:00 PM;58,277.25;58,280.50;3.25;47,125.25
Jan 4, 2025 5:00 PM;Jan 4, 2025 6:00 PM;60,529.50;60,529.75;0.25;48,900.00
Jan 4, 2025 6:00 PM;Jan 4, 2025 7:00 PM;60,559.75;60,562.75;3.00;48,318.75
Jan 4, 2025 7:00 PM;Jan 4, 2025 8:00 PM;58,881.00;58,925.00;44.00;46,046.00
Jan 4, 2025 8:00 PM;Jan 4, 2025 9:00 PM;55,581.00;55,803.50;222.50;43,053.00
Jan 4, 2025 9:00 PM;Jan 4, 2025 10:00 PM;53,295.50;53,326.75;31.25;40,693.50
Jan 4, 2025 10:00 PM;Jan 4, 2025 11:00 PM;52,316.50;52,346.75;30.25;39,950.00
Jan 4, 2025 11:00 PM;Jan 5, 2025 12:00 AM;49,240.50;49,293.00;52.50;37,467.25
Jan 5, 2025 12:00 AM;Jan 5, 2025 1:00 AM;46,651.50;47,392.50;741.00;36,062.25
Jan 5, 2025 1:00 AM;Jan 5, 2025 2:00 AM;43,846.50;43,925.50;79.00;33,470.75
Jan 5, 2025 2:00 AM;Jan 5, 2025 3:00 AM;42,538.50;42,578.00;39.50;32,567.00
Jan 5, 2025 3:00 AM;Jan 5, 2025 4:00 AM;41,941.75;42,257.50;315.75;32,874.75
Jan 5, 2025 4:00 AM;Jan 5, 2025 5:00 AM;41,672.75;42,082.50;409.75;32,270.50
Jan 5, 2025 5:00 AM;Jan 5, 2025 6:00 AM;42,087.75;42,751.50;663.75;30,999.75
Jan 5, 2025 6:00 AM;Jan 5, 2025 7:00 AM;43,356.00;44,841.25;1,485.25;30,108.75
Jan 5, 2025 7:00 AM;Jan 5, 2025 8:00 AM;44,689.00;45,333.25;644.25;28,298.00
Jan 5, 2025 8:00 AM;Jan 5, 2025 9:00 AM;47,732.00;48,617.50;885.50;27,210.75
Jan 5, 2025 9:00 AM;Jan 5, 2025 10:00 AM;51,815.25;53,202.75;1,387.50;27,930.75
Jan 5, 2025 10:00 AM;Jan 5, 2025 11:00 AM;54,401.50;54,911.75;510.25;26,814.25
Jan 5, 2025 11:00 AM;Jan 5, 2025 12:00 PM;57,258.00;58,155.50;897.50;27,127.25
Jan 5, 2025 12:00 PM;Jan 5, 2025 1:00 PM;57,775.25;58,135.00;359.75;26,222.25
Jan 5, 2025 1:00 PM;Jan 5, 2025 2:00 PM;56,015.25;56,289.25;274.00;23,375.75
Jan 5, 2025 2:00 PM;Jan 5, 2025 3:00 PM;55,069.00;55,480.00;411.00;21,617.50
Jan 5, 2025 3:00 PM;Jan 5, 2025 4:00 PM;55,471.50;55,963.75;492.25;21,435.25
Jan 5, 2025 4:00 PM;Jan 5, 2025 5:00 PM;57,814.75;58,472.25;657.50;21,696.00
Jan 5, 2025 5:00 PM;Jan 5, 2025 6:00 PM;59,952.75;60,464.75;512.00;22,401.25
Jan 5, 2025 6:00 PM;Jan 5, 2025 7:00 PM;60,078.25;60,625.50;547.25;22,392.75
Jan 5, 2025 7:00 PM;Jan 5, 2025 8:00 PM;58,185.50;58,632.00;446.50;20,878.25
Jan 5, 2025 8:00 PM;Jan 5, 2025 9:00 PM;55,508.00;55,984.00;476.00;19,139.00
Jan 5, 2025 9:00 PM;Jan 5, 2025 10:00 PM;52,916.25;54,197.75;1,281.50;17,467.50
Jan 5, 2025 10:00 PM;Jan 5, 2025 11:00 PM;50,716.75;52,362.75;1,646.00;17,045.00
Jan 5, 2025 11:00 PM;Jan 6, 2025 12:00 AM;48,078.00;50,040.00;1,962.00;14,607.25
Jan 6, 2025 12:00 AM;Jan 6, 2025 1:00 AM;45,746.25;49,348.00;3,601.75;11,126.75
Jan 6, 2025 1:00 AM;Jan 6, 2025 2:00 AM;43,953.75;47,493.75;3,540.00;8,724.25
Jan 6, 2025 2:00 AM;Jan 6, 2025 3:00 AM;42,914.75;47,189.25;4,274.50;6,338.50
Jan 6, 2025 3:00 AM;Jan 6, 2025 4:00 AM;43,933.50;49,942.75;6,009.25;5,514.50
Jan 6, 2025 4:00 AM;Jan 6, 2025 5:00 AM;44,925.00;51,042.75;6,117.75;5,138.75
Jan 6, 2025 5:00 AM;Jan 6, 2025 6:00 AM;47,876.25;53,522.75;5,646.50;6,527.00
Jan 6, 2025 6:00 AM;Jan 6, 2025 7:00 AM;52,381.25;56,859.00;4,477.75;9,544.00
Jan 6, 2025 7:00 AM;Jan 6, 2025 8:00 AM;56,023.50;57,828.75;1,805.25;11,848.00
Jan 6, 2025 8:00 AM;Jan 6, 2025 9:00 AM;59,057.75;59,448.50;390.75;14,424.75
Jan 6, 2025 9:00 AM;Jan 6, 2025 10:00 AM;61,080.00;61,656.00;576.00;13,736.75
Jan 6, 2025 10:00 AM;Jan 6, 2025 11:00 AM;62,749.25;63,954.50;1,205.25;11,679.75
Jan 6, 2025 11:00 AM;Jan 6, 2025 12:00 PM;63,633.75;65,365.25;1,731.50;9,544.75
Jan 6, 2025 12:00 PM;Jan 6, 2025 1:00 PM;63,779.50;66,407.25;2,627.75;8,022.50
Jan 6, 2025 1:00 PM;Jan 6, 2025 2:00 PM;63,184.50;66,303.25;3,118.75;7,570.75
Jan 6, 2025 2:00 PM;Jan 6, 2025 3:00 PM;61,383.50;63,867.75;2,484.25;8,364.25
Jan 6, 2025 3:00 PM;Jan 6, 2025 4:00 PM;60,783.25;62,090.00;1,306.75;11,412.25
Jan 6, 2025 4:00 PM;Jan 6, 2025 5:00 PM;61,636.00;62,613.25;977.25;13,340.25
Jan 6, 2025 5:00 PM;Jan 6, 2025 6:00 PM;64,030.00;64,870.25;840.25;16,086.00
Jan 6, 2025 6:00 PM;Jan 6, 2025 7:00 PM;63,560.75;64,027.25;466.50;17,741.25
Jan 6, 2025 7:00 PM;Jan 6, 2025 8:00 PM;62,612.50;63,786.00;1,173.50;16,450.75
Jan 6, 2025 8:00 PM;Jan 6, 2025 9:00 PM;59,907.00;62,248.00;2,341.00;14,329.00
Jan 6, 2025 9:00 PM;Jan 6, 2025 10:00 PM;56,590.50;58,204.25;1,613.75;11,988.50
Jan 6, 2025 10:00 PM;Jan 6, 2025 11:00 PM;53,834.50;56,001.00;2,166.50;11,769.50
Jan 6, 2025 11:00 PM;Jan 7, 2025 12:00 AM;51,009.25;54,204.00;3,194.75;9,450.25
Jan 7, 2025 12:00 AM;Jan 7, 2025 1:00 AM;48,570.50;52,636.25;4,065.75;6,618.00
Jan 7, 2025 1:00 AM;Jan 7, 2025 2:00 AM;47,568.75;52,279.00;4,710.25;6,046.00
Jan 7, 2025 2:00 AM;Jan 7, 2025 3:00 AM;46,711.50;51,899.00;5,187.50;5,181.00
Jan 7, 2025 3:00 AM;Jan 7, 2025 4:00 AM;46,944.50;51,901.00;4,956.50;5,453.75
Jan 7, 2025 4:00 AM;Jan 7, 2025 5:00 AM;48,384.75;52,318.50;3,933.75;7,121.25
Jan 7, 2025 5:00 AM;Jan 7, 2025 6:00 AM;51,117.50;53,521.00;2,403.50;10,427.50
Jan 7, 2025 6:00 AM;Jan 7, 2025 7:00 AM;58,740.00;59,582.00;842.00;16,810.00
Jan 7, 2025 7:00 AM;Jan 7, 2025 8:00 AM;64,761.25;65,228.00;466.75;23,020.75
Jan 7, 2025 8:00 AM;Jan 7, 2025 9:00 AM;68,201.00;68,332.50;131.50;25,964.50
Jan 7, 2025 9:00 AM;Jan 7, 2025 10:00 AM;68,661.75;68,727.50;65.75;25,474.00
Jan 7, 2025 10:00 AM;Jan 7, 2025 11:00 AM;68,407.50;68,783.75;376.25;22,645.75
Jan 7, 2025 11:00 AM;Jan 7, 2025 12:00 PM;68,895.00;70,268.25;1,373.25;20,200.50
Jan 7, 2025 12:00 PM;Jan 7, 2025 1:00 PM;69,011.25;71,326.50;2,315.25;19,363.00
Jan 7, 2025 1:00 PM;Jan 7, 2025 2:00 PM;68,628.00;70,242.50;1,614.50;20,347.75
Jan 7, 2025 2:00 PM;Jan 7, 2025 3:00 PM;67,788.00;68,667.75;879.75;22,928.25
Jan 7, 2025 3:00 PM;Jan 7, 2025 4:00 PM;67,147.50;67,267.00;119.50;26,777.00
Jan 7, 2025 4:00 PM;Jan 7, 2025 5:00 PM;68,663.75;68,726.00;62.25;30,138.50
Jan 7, 2025 5:00 PM;Jan 7, 2025 6:00 PM;70,906.50;70,910.25;3.75;30,952.25
Jan 7, 2025 6:00 PM;Jan 7, 2025 7:00 PM;70,520.75;70,530.00;9.25;30,217.00
Jan 7, 2025 7:00 PM;Jan 7, 2025 8:00 PM;68,342.25;68,353.75;11.50;28,934.75
Jan 7, 2025 8:00 PM;Jan 7, 2025 9:00 PM;65,254.25;65,596.25;342.00;25,225.50
Jan 7, 2025 9:00 PM;Jan 7, 2025 10:00 PM;62,170.75;62,922.75;752.00;22,232.00
Jan 7, 2025 10:00 PM;Jan 7, 2025 11:00 PM;58,966.75;59,720.50;753.75;20,568.75
Jan 7, 2025 11:00 PM;Jan 8, 2025 12:00 AM;54,866.00;57,448.00;2,582.00;17,554.00
Jan 8, 2025 12:00 AM;Jan 8, 2025 1:00 AM;52,615.75;56,471.00;3,855.25;15,567.25
Jan 8, 2025 1:00 AM;Jan 8, 2025 2:00 AM;50,618.25;55,333.25;4,715.00;14,711.00
Jan 8, 2025 2:00 AM;Jan 8, 2025 3:00 AM;49,735.50;55,092.00;5,356.50;15,682.00
Jan 8, 2025 3:00 AM;Jan 8, 2025 4:00 AM;50,203.25;55,880.25;5,677.00;16,786.75
Jan 8, 2025 4:00 AM;Jan 8, 2025 5:00 AM;51,363.25;57,002.00;5,638.75;18,085.75
Jan 8, 2025 5:00 AM;Jan 8, 2025 6:00 AM;55,071.00;59,527.75;4,456.75;21,607.25
Jan 8, 2025 6:00 AM;Jan 8, 2025 7:00 AM;62,868.50;64,549.50;1,681.00;28,136.50
Jan 8, 2025 7:00 AM;Jan 8, 2025 8:00 AM;68,514.25;69,259.00;744.75;33,293.00
Jan 8, 2025 8:00 AM;Jan 8, 2025 9:00 AM;71,626.75;71,939.25;312.50;36,855.75
Jan 8, 2025 9:00 AM;Jan 8, 2025 10:00 AM;71,939.50;72,027.50;88.00;38,135.50
Jan 8, 2025 10:00 AM;Jan 8, 2025 11:00 AM;72,025.25;72,598.50;573.25;37,552.25
Jan 8, 2025 11:00 AM;Jan 8, 2025 12:00 PM;71,006.50;71,545.50;539.00;36,611.75
Jan 8, 2025 12:00 PM;Jan 8, 2025 1:00 PM;70,893.00;71,508.00;615.00;37,852.75
Jan 8, 2025 1:00 PM;Jan 8, 2025 2:00 PM;71,365.50;71,672.50;307.00;40,779.50
Jan 8, 2025 2:00 PM;Jan 8, 2025 3:00 PM;70,151.00;70,258.75;107.75;42,901.00
Jan 8, 2025 3:00 PM;Jan 8, 2025 4:00 PM;69,643.50;69,648.00;4.50;45,565.75
Jan 8, 2025 4:00 PM;Jan 8, 2025 5:00 PM;71,169.00;71,270.25;101.25;46,805.50
Jan 8, 2025 5:00 PM;Jan 8, 2025 6:00 PM;73,128.75;73,137.00;8.25;48,562.00
Jan 8, 2025 6:00 PM;Jan 8, 2025 7:00 PM;72,277.00;72,282.50;5.50;48,411.25
Jan 8, 2025 7:00 PM;Jan 8, 2025 8:00 PM;70,094.50;70,164.75;70.25;47,333.00
Jan 8, 2025 8:00 PM;Jan 8, 2025 9:00 PM;66,488.25;66,674.75;186.50;46,032.00
Jan 8, 2025 9:00 PM;Jan 8, 2025 10:00 PM;62,208.50;62,584.25;375.75;43,931.50
Jan 8, 2025 10:00 PM;Jan 8, 2025 11:00 PM;59,055.75;59,518.50;462.75;42,295.75
Jan 8, 2025 11:00 PM;Jan 9, 2025 12:00 AM;54,704.00;56,543.25;1,839.25;38,654.75
Jan 9, 2025 12:00 AM;Jan 9, 2025 1:00 AM;51,341.25;53,962.00;2,620.75;36,017.00
Jan 9, 2025 1:00 AM;Jan 9, 2025 2:00 AM;49,526.50;53,517.75;3,991.25;34,760.75
Jan 9, 2025 2:00 AM;Jan 9, 2025 3:00 AM;48,386.50;52,504.50;4,118.00;34,751.00
Jan 9, 2025 3:00 AM;Jan 9, 2025 4:00 AM;48,201.75;52,222.75;4,021.00;34,649.00
Jan 9, 2025 4:00 AM;Jan 9, 2025 5:00 AM;48,949.25;53,206.25;4,257.00;35,000.50
Jan 9, 2025 5:00 AM;Jan 9, 2025 6:00 AM;51,998.75;53,292.50;1,293.75;38,285.50
Jan 9, 2025 6:00 AM;Jan 9, 2025 7:00 AM;58,810.25;58,905.50;95.25;45,478.50
Jan 9, 2025 7:00 AM;Jan 9, 2025 8:00 AM;64,749.25;64,755.00;5.75;52,224.25
Jan 9, 2025 8:00 AM;Jan 9, 2025 9:00 AM;67,587.50;67,588.25;0.75;55,175.25
Jan 9, 2025 9:00 AM;Jan 9, 2025 10:00 AM;68,350.25;68,401.75;51.50;53,641.00
Jan 9, 2025 10:00 AM;Jan 9, 2025 11:00 AM;68,940.75;68,949.00;8.25;51,985.00
Jan 9, 2025 11:00 AM;Jan 9, 2025 12:00 PM;70,063.50;70,103.75;40.25;51,549.00
Jan 9, 2025 12:00 PM;Jan 9, 2025 1:00 PM;70,005.25;70,076.00;70.75;52,061.25
Jan 9, 2025 1:00 PM;Jan 9, 2025 2:00 PM;69,942.75;70,032.50;89.75;52,216.75
Jan 9, 2025 2:00 PM;Jan 9, 2025 3:00 PM;68,666.50;68,682.25;15.75;51,242.00
Jan 9, 2025 3:00 PM;Jan 9, 2025 4:00 PM;68,122.75;68,144.50;21.75;49,765.50
Jan 9, 2025 4:00 PM;Jan 9, 2025 5:00 PM;68,956.25;68,975.00;18.75;47,641.00
Jan 9, 2025 5:00 PM;Jan 9, 2025 6:00 PM;71,044.50;71,053.25;8.75;47,323.75
Jan 9, 2025 6:00 PM;Jan 9, 2025 7:00 PM;70,797.00;70,804.75;7.75;44,953.75
Jan 9, 2025 7:00 PM;Jan 9, 2025 8:00 PM;69,022.00;69,178.25;156.25;41,476.00
Jan 9, 2025 8:00 PM;Jan 9, 2025 9:00 PM;65,786.50;66,085.00;298.50;37,246.50
Jan 9, 2025 9:00 PM;Jan 9, 2025 10:00 PM;62,297.75;62,884.75;587.00;33,157.00
Jan 9, 2025 10:00 PM;Jan 9, 2025 11:00 PM;59,569.50;60,722.25;1,152.75;30,460.50
Jan 9, 2025 11:00 PM;Jan 10, 2025 12:00 AM;56,260.50;58,546.50;2,286.00;26,484.50
Jan 10, 2025 12:00 AM;Jan 10, 2025 1:00 AM;55,138.50;59,101.00;3,962.50;23,992.25
Jan 10, 2025 1:00 AM;Jan 10, 2025 2:00 AM;53,434.25;58,598.00;5,163.75;21,158.00
Jan 10, 2025 2:00 AM;Jan 10, 2025 3:00 AM;52,668.00;58,257.25;5,589.25;19,996.50
Jan 10, 2025 3:00 AM;Jan 10, 2025 4:00 AM;52,675.00;58,081.50;5,406.50;20,542.00
Jan 10, 2025 4:00 AM;Jan 10, 2025 5:00 AM;53,536.50;59,050.50;5,514.00;22,347.75
Jan 10, 2025 5:00 AM;Jan 10, 2025 6:00 AM;56,019.50;59,743.00;3,723.50;25,684.75
Jan 10, 2025 6:00 AM;Jan 10, 2025 7:00 AM;62,721.50;63,658.25;936.75;31,988.00
Jan 10, 2025 7:00 AM;Jan 10, 2025 8:00 AM;68,317.00;68,475.25;158.25;38,915.00
Jan 10, 2025 8:00 AM;Jan 10, 2025 9:00 AM;70,742.25;70,745.50;3.25;42,095.25
Jan 10, 2025 9:00 AM;Jan 10, 2025 10:00 AM;71,301.75;71,311.00;9.25;42,063.50
Jan 10, 2025 10:00 AM;Jan 10, 2025 11:00 AM;71,942.50;72,045.75;103.25;40,829.50
Jan 10, 2025 11:00 AM;Jan 10, 2025 12:00 PM;71,368.00;71,407.75;39.75;39,574.50
Jan 10, 2025 12:00 PM;Jan 10, 2025 1:00 PM;71,172.75;72,002.50;829.75;39,143.25
Jan 10, 2025 1:00 PM;Jan 10, 2025 2:00 PM;69,824.50;71,467.75;1,643.25;38,311.50
Jan 10, 2025 2:00 PM;Jan 10, 2025 3:00 PM;68,170.75;68,990.25;819.50;39,399.00
Jan 10, 2025 3:00 PM;Jan 10, 2025 4:00 PM;68,040.75;68,214.00;173.25;43,426.50
Jan 10, 2025 4:00 PM;Jan 10, 2025 5:00 PM;68,644.75;68,675.25;30.50;46,217.50
Jan 10, 2025 5:00 PM;Jan 10, 2025 6:00 PM;70,625.50;70,635.50;10.00;48,463.00
Jan 10, 2025 6:00 PM;Jan 10, 2025 7:00 PM;70,088.50;70,095.50;7.00;47,494.75
Jan 10, 2025 7:00 PM;Jan 10, 2025 8:00 PM;68,347.75;68,354.25;6.50;46,518.25
Jan 10, 2025 8:00 PM;Jan 10, 2025 9:00 PM;64,872.25;65,114.50;242.25;43,904.00
Jan 10, 2025 9:00 PM;Jan 10, 2025 10:00 PM;61,800.50;61,988.25;187.75;41,286.25
Jan 10, 2025 10:00 PM;Jan 10, 2025 11:00 PM;58,758.75;58,845.00;86.25;39,379.00
Jan 10, 2025 11:00 PM;Jan 11, 2025 12:00 AM;55,585.25;56,001.00;415.75;36,935.00
Jan 11, 2025 12:00 AM;Jan 11, 2025 1:00 AM;52,634.50;52,713.00;78.50;34,715.50
Jan 11, 2025 1:00 AM;Jan 11, 2025 2:00 AM;50,172.50;50,674.00;501.50;31,973.75
Jan 11, 2025 2:00 AM;Jan 11, 2025 3:00 AM;48,816.25;50,334.25;1,518.00;29,854.00
Jan 11, 2025 3:00 AM;Jan 11, 2025 4:00 AM;48,908.25;51,343.25;2,435.00;29,356.75
